hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
At Hua Lamphong Hotel,"13.73732416,100.51687315",Pleasant,No Positive,No Negative,2019-07-1T00:00:00,United States,3,Bhanubhatra,6.7,"Business trip,Solo traveller,Standard Twin Room,Stayed 4 nights",1.0,1.0,1
LUXX Langsuan Hotel - SHA Plus,"13.73567488,100.54204702",Very good,No Positive,A little bit noisy in the morning because of building costructing near.,2020-02-28T00:00:00,Czech Republic,9,Bogdan,8.0,"Leisure trip,Couple,Studio,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Fraser Place Robertson Walk Singapore (SG Clean),"1.29211707,103.84160668",Poor,Location,"The carpets were old & didn’t look clean.
Lack of goodwill or courtesy.
Even though my booking was for 8 nights, had to checkout after two nights for personal reason and check in to another hotel.
Requested for refund but told against the policy. Asked them to consider refund at least for 4 nights as goodwill but response was negative.
Disappointed with the way Booking.com handled this issue.",2019-08-26T00:00:00,United Arab Emirates,12,Mohammed,3.8,"Leisure trip,Family with young children,Two Bedroom Apartment Premier,Stayed 8 nights,Submitted via mobile",0.0,1.0,0
Atrium Boutique Hotel,"13.77418103,100.57851970",Good,No Positive,No Negative,2019-11-5T00:00:00,United States,3,Pornsak,7.9,"Leisure trip,Solo traveller,Studio with twin bed,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Grand Mercure Singapore Roxy - SG Clean,"1.30308718,103.90483171",“It was mostly good experienced in all except for the our bed and pillows.”,All expectations met except few important things.,"First, the bed was hard eventhough they had topping mattress on it. The pillows are not comfortable, too! Maybe need to change their mattress. The pillows become totally flat after few hours of lying on it. Need to upgrade it, too!",2019-10-10T00:00:00,Australia,2,Anonymous,7.1,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 9 nights",1.0,1.0,1
Mercure Bangkok Siam - SHA Extra Plus,"13.74681574,100.52892566",Exceptional,No Positive,No Negative,2019-07-4T00:00:00,New Zealand,21,Nicola,10.0,"Leisure trip,Couple,Superior Queen Room,Stayed 3 nights,Submitted via mobile",1.0,0.0,1
Orchard Hotel Singapore (SG Clean),"1.30750631,103.82791400",Fabulous,No Positive,No Negative,2019-11-21T00:00:00,Qatar,25,Anonymous,8.8,"Business trip,Solo traveller,Signature Deluxe Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
"InterContinental Singapore (SG Clean), an IHG Hotel","1.29860636,103.85516793",Very good,The cleanliness and amazing hotel staff provided us with tons of help even though we made some late night request for ice buckets for our drinks..,The tv kept having static when i tried using chromecast to watch netflix,2020-12-14T00:00:00,Singapore,1,Venantius,8.0,"Leisure trip,People with friends,1 King Bed Classic City View,Stayed 1 night,Submitted via mobile",1.0,1.0,1
7 Wonders Hostel @ Upper Dickson (SG Clean),"1.30642290,103.85230400",Superb,"I loved the bed setup - bed was very comfy and the linen was super soft. Everything was very clean and could see people cleaning regularly. The staff were so so helpful, especially Cassandra who is an absolute gem, remembered me and was so helpful with advising me on how to get around. The location was excellent for good food, things to do and see, and for getting round - could not have been easier.",My only criticism for this hostel would be that there was a very very slim corridor down the side of the beds. This sometimes meant that my bed curtain was moved as people went back and forth in the night. There wasn't a comfy social area to meet people.,2019-06-28T00:00:00,Nicaragua,2,Natalie,9.2,"Leisure trip,Solo traveller,Single Bed in Mixed Dormitory Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
twothree a homely hotel - SHA Extra Plus,"13.73821523,100.56405991",Good,No Positive,No Negative,2019-08-31T00:00:00,Hong Kong,2,Pui,7.9,"Leisure trip,Couple,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
M Hotel Singapore City Centre,"1.27366274,103.84489775",Good,No Positive,No Negative,2019-06-17T00:00:00,United Kingdom,34,Jasvinder,7.5,"Leisure trip,Family with young children,Premier Double Room with Free Wifi,Stayed 2 nights",1.0,1.0,1
Hope Land Hotel Sukhumvit 24,"13.72680100,100.56848700",Very good,No Positive,No Negative,2021-01-16T00:00:00,Thailand,27,Piyapa,8.0,"Leisure trip,Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Lub d Bangkok Siam - SHA Extra Plus,"13.74686524,100.52870303",Exceptional,No Positive,No Negative,2020-01-29T00:00:00,Thailand,2,Bantawan,10.0,"Business trip,Solo traveller,Bed in 4-Bed Female Dormitory Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Copthorne King's Hotel Singapore on Havelock - SG Clean,"1.28825299,103.83677065","“Overall, it’s a good hotel to stay and would recommend to friends, relatives and business associates”","1. The cleanliness of the hotel and room and the good attitude of the staff.2. Food is good and authentic.",The twin bedroom is rather small or cramped.,2019-07-7T00:00:00,China,1,Jimmy,9.2,"Leisure trip,Solo traveller,Superior Twin Room,Stayed 8 nights,Submitted via mobile",1.0,1.0,1
Ramada by Wyndham Singapore at Zhongshan Park (SG Clean),"1.32734941,103.84526789",Superb,No Positive,No Negative,2021-09-16T00:00:00,Singapore,11,Big,9.0,"Leisure trip,Couple,King Room with Park View - Non-Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Oakwood Premier AMTD Singapore (SG Clean, Staycation Approved)","1.27661469,103.84826440",Superb,No Positive,No Negative,2020-02-13T00:00:00,Latvia,106,Guntis,9.0,"Leisure trip,Family with young children,Two-Bedroom Deluxe,Stayed 1 night",1.0,1.0,1
Marina Bay Sands (SG Clean),"1.28397326,103.86081934",“A special treat”,"If you have the cash for a night here- use it! Gorgeous location with walking to the gardens, Marina and quay. Window shopping takes your eyes out and lots of food options. The infinity pool at night is incredible. LOVE LOVE LOVE THIS PLACE!",No Negative,2019-09-30T00:00:00,Australia,7,Tricia,9.6,"Leisure trip,Couple,Premier King Harbor View Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Zee Thai Hostel,"13.76382523,100.50332555",Good,Good hostel.,No Negative,2019-05-27T00:00:00,Canada,33,Art,7.5,"Leisure trip,Solo traveller,Bunk Bed in Mixed Dormitory Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hotel 81 Premier Hollywood - SG Clean,"1.31089574,103.87692332",Good,No Positive,No Negative,2019-05-22T00:00:00,Singapore,94,Chee,7.1,"Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Aim House Bangkok Hotel,"13.72237290,100.50552950",Good,No Positive,No Negative,2019-05-31T00:00:00,Thailand,15,Pariink,7.9,"Leisure trip,Family with young children,Standard Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Champion Hotel (SG Clean, Staycation Approved)","1.31472540,103.89839310",Exceptional,No Positive,No Negative,2021-08-2T00:00:00,Singapore,8,Manik,10.0,"Leisure trip,Couple,Staycation Offer - Deluxe Double Room with Window,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Hotel Royal (SG Clean, Staycation Approved)","1.31679237,103.84186685",“Excellent for a tight budget.”,Location! Love that it is so central and near orchard. Room is comfortable.,Strange smells and loud noises in the walkways..Toilet is a little old.,2022-03-13T00:00:00,Singapore,12,Joyce,6.0,"Leisure trip,Family with young children,Deluxe Room ll,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Osaka Hotel Mikado Shin-Imamiya ekimae,"34.64809193,135.50452523",Superb,Staff very nice and helpfull.,The rooms are too small.,2020-01-23T00:00:00,Canada,11,Jc,9.0,"Leisure trip,Couple,Twin Room with Bunk Beds and Shared Bathroom - Non-Smoking,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Oun Hotel Bangkok,"13.81444938,100.62385976","“Loves it, friendly staff, peaceful place away from the busy city of bangkok.”",The swimming pool,None,2019-09-18T00:00:00,United Kingdom,5,Stokman,7.9,"Leisure trip,Group,Twin Room with Pool View,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
S1hostel Bangkok,"13.72122033,100.54601307",“Great Place to Stay”,Everything was as described.,All Ok,2019-10-16T00:00:00,Portugal,301,Joao,10.0,"Business trip,Solo traveller,Bunk Bed in Male Dormitory Room,Stayed 2 nights",1.0,1.0,1
BelAire Bangkok Sukhumvit - SHA Extra Plus,"13.74424422,100.55484921",Very good,No Positive,No Negative,2020-02-15T00:00:00,Oman,41,Abu,8.0,"Leisure trip,Family with young children,Special Offer – Deluxe Double or Twin,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
Hotel Supreme,"1.30136564,103.84244889",Pleasant,No Positive,No drinks like drinking water is available.....,2020-07-5T00:00:00,Singapore,2,Anonymous,6.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Oasia Hotel Downtown, Singapore by Far East Hospitality (SG Clean)","1.27587500,103.84427000",“Great location”,"Location is great.  In the center and old town area, with the traditional houses, lively atmosphere, and many restaurants.  The hotel room is clean and comfortable.","Going up and down the building with the elevator transition takes some time.  On checking, despite with a bunch of luggage, I still had to show my booking documents just to get to the check-in 12th floor, not a bid deal but unnecessary complexity.    In addition, pool on the top is small and complicated to the get to, club level is OK.",2022-02-10T00:00:00,Singapore,5,Alex,8.0,"Business trip,Solo traveller,Deluxe Double Room,Stayed 3 nights",1.0,1.0,1
The Narathiwas Hotel & Residence Sathorn Bangkok,"13.69963281,100.53743362",Good,No Positive,No Negative,2019-07-14T00:00:00,United Kingdom,9,Joel,7.1,"Leisure trip,Family with young children,Two-Bedroom Suite,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Aliwal Park Hotel,"1.30358326,103.86006027",Exceptional,Nil,Nil,2021-03-19T00:00:00,Singapore,4,Anonymous,10.0,"Leisure trip,Couple,Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Aerotel Transit Hotel, Terminal 1","1.36198779,103.98999345",Very good,Outdoor swimming pool was superb,Choice of meals are limited,2019-07-1T00:00:00,United Kingdom,8,Amzani,8.3,"Leisure trip,Family with young children,Double Room (12 hours) with Meals & Lounge Access (3 hours),Stayed 1 night,Submitted via mobile",1.0,1.0,1
The LOL Elephant Hostel,"13.76045300,100.50170200",Superb,"Very clean; great value, good location - far enough away from Koh San Road to not be noisy but still walking distance",No Negative,2019-05-24T00:00:00,Ireland,14,Kevin,9.2,"Leisure trip,Couple,Twin Room with Private Bathroom (No Window),Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Travelier Hostel,"13.75450723,100.52868086",“Tremendously good value if you require clean comfort   ✊🏽✊🏿✊✊🏼✊🏽”,"Spacious common area/ communal lounge, and clean, modern, and well-maintained restroom facilities with clear signage. Hard beds, well suited to spine health, and a breakfast service included in the room rate. The WiFi connectivity was also excellent throughout the hostel.","The behaviour of one of the other guests in the male restroom, who insisted on locking himself inside a cubicle to smoke a cigarette - none too discreetly considering the poisonous stench emanating from his pie hole. On this occasion I used the bathroom facilities one floor up, which wasn’t a problem, but still his incredibly selfish and stupid behaviour was very irritating. Recycling facilities in the common area might help to improve the social space.",2020-11-29T00:00:00,Thailand,31,Eugene,10.0,"Leisure trip,Solo traveller,Bed in 4-Bed Mixed Dormitory Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
"M Social Singapore (SG Clean, Staycation Approved)","1.29030560,103.83677779",Good,The staff was very friendly and helpful and the location is excellent,"There are only three choices for breakfast, so if you were there for a few days the breakfast gets old. The interior design of the rooms is not functional",2022-03-30T00:00:00,United States,47,Alanms,7.0,"Leisure trip,Solo traveller,Alcove Cosy Queen,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
Bangkok Marriott Hotel The Surawongse - SHA Extra Plus,"13.72736700,100.52255100",Superb,No Positive,No Negative,2021-11-29T00:00:00,Germany,6,Irina,9.0,"Leisure trip,Couple,Premium Room, 1 King Bed,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Arianna Hotel - SG Clean,"1.30914203,103.85610670",Poor,No Positive,No Negative,2019-06-18T00:00:00,Thailand,1,Kyaw,3.8,"Business trip,Solo traveller,Standard Single Room,Stayed 1 night",0.0,0.0,0
"Oasia Hotel Downtown, Singapore by Far East Hospitality (SG Clean)","1.27587500,103.84427000",Exceptional,No Positive,No Negative,2022-03-10T00:00:00,Thailand,1,Duangporn,10.0,"Business trip,Solo traveller,Deluxe Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Baiyoke Sky Hotel,"13.75427221,100.54034650",Disappointing,It is easy and cheap to get to the hotel from the airport on the train.,The hotel is outdated. We had a room on the 73rd floor but because of the net on the window we had a poor view over the city. The food at breakfast was not tasty.,2020-01-15T00:00:00,Russia,28,Natalia,4.0,"Leisure trip,Family with young children,Deluxe Double or Twin Room Space Zone,Stayed 1 night,Submitted via mobile",0.0,0.0,0
"Hotel Solo, Sukhumvit 2, Bangkok - SHA Extra Plus","13.73778012,100.55201143",Good,No Positive,No Negative,2019-11-11T00:00:00,Vietnam,4,Van,7.5,"Leisure trip,Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Ann Siang House, The Unlimited Collection by Oakwood","1.28070400,103.84581000","“Nice boutique hotel, good location, spacious suite.”","Very pleasant stay in Ann Siang House. We chose the wellness suite, not for the wellness stuff, but for the nice location on the second floor, facing the beautiful historic street. Also for the large balcony. Unfortunately it was far too hot to sit outside, but the suite is so spacious that we didn’t miss it. Nicely furbished, very good bed and marvelous bathroom with toilet, bath, walk in shower and two bathroom sinks.The kitchenette comes with kettle, coffee machine, induction cooktop, microwave, small fridge and very few kitchenware. There was a saucepan and a frying pan, plates, cups, bowls and cutlery for two. No need to cook however, there are several restaurants in the hotel and the Maxwell Hawker center is just a few steps away. The minibar is free with soft drinks, sparkling and still water. There is a choice of coffee and teas. Nice and silent airco in the sleeping area and the living room. The bathroom has no airco, but we didn’t miss it. Breakfast is ok. There is no abundance, but the food is of good quality and there is everything one needs to start the day: good coffee, bread, eggs, sausage, brie, jam, muffins etc.We were warned there would be some noise from the street at night. It’s a lively street with restaurants, bars and terraces, so that’s normal. The noise is bearable during week days. Friday night was quite intense, with loud music, but at exactly 1:30 am the music stopped. Ann Siang house is a great place to stay. The staff is very friendly. We might come again another year.","The suite was very clean, however the carpet showed a lot of big stains. Depending from the moment of the day, we had very poor internet or no internet at all. Other moments we had a better coverage.",2020-03-8T00:00:00,Belgium,49,Martine,9.0,"Leisure trip,Couple,The Wellbeing Suite,Stayed 1 night",1.0,1.0,1
