hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
Grand Living Place,"69/1 Soi Charoensak, Sutthisarn Vinitchai Rd Huaykwang, Huai Khwang, 10310 Bangkok, Thailand","13.78981191,100.57865720",7.4,"Situated approximently a 1,300 feet walk from MRT Sutthisan Station, Grand Living Place offers air-conditioned rooms with a balcony. Free WiFi is available at the lobby.
All rooms provide cable TV, a refrigerator and an en suite bathroom with a shower. Free toiletries are also provided. Select room types come with a sofa seating area.
At Grand Living Place you will find a 24-hour reception and a shared lounge. The property offers free parking and a free daily maid service.
With a 24-hour convenience store nearby, the property is 1.7 miles from The Esplanade Bangkok and 1.6 miles from Siam Niramit. Suvarnabhumi International Airport is 13 miles away.",Thailand,77,"Submitted via mobile,Stayed 1 night,Superior Double Room with Balcony,Deluxe Quadruple Room with Balcony,Stayed 5 nights,Stayed 3 nights,Stayed 4 nights,Stayed 2 nights,Solo traveller,Family with young children,Business trip,Couple,Leisure trip,Deluxe Double Room with Balcony,Group",https://cf.bstatic.com/xdata/images/hotel/max500/92580570.jpg?k=31b693c597720d74c6ccf758942020d576680c05a415e101a85f8dd91ccda2ed&o=&hp=1,https://www.booking.com/hotel/th/grand-living-place.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=ba673c442bbd0a0d3f48c9128b5a704d,"Thailand,Canada,Malaysia,Philippines,Russia,Indonesia,South Africa","room,condition,stuff","water,fridge,pressure",1,0,0,0,0,11,2
Poste 43 Residence,"351,353,355 Charoen krung Rd. Charoen Krung 43, Bangrak, Bang Rak, 10500 Bangkok, Thailand","13.72789993,100.51647753",7.6,"You're eligible for a Genius discount at Poste 43 Residence! To save at this property, all you have to do is sign in.
A 5-minute walk from Si Praya Pier, Poste 43 Residence offers modern rooms, an on-site restaurant and free Wi-Fi in all areas, which is available throughout the residence. On-site parking is provided.
Poste 43 Residence is a 15-minute ride from the lively Silom Road. It is a 20-minute drive from Saphan Taksin BTS Station and a 25-minute ride from an open-air mall, Asiatique.
Stylish rooms at this boutique hotel are equipped with air conditioning, a flat-screen cable TV with a DVD player and a refrigerator. En suite bathrooms come with shower facilities. Bathrobes and slippers are provided.
Tours can be booked at the tour desk while laundry service and currency exchange can be arranged at the 24-hour front desk. Additional services include laundry/dry cleaning and fax/photo copying.
For meals, enjoy authentic Thai cuisine served at Poste 43 Restaurant.",Thailand,17,"Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 5 nights,Solo traveller,Family with young children,Couple,Economy Double Room,Leisure trip",https://t-cf.bstatic.com/xdata/images/hotel/max500/15636639.jpg?k=562ed6eb3f9551e140c36d1f6bfc3d977b1272cf3476c9edc0c9819c4bd0446d&o=&hp=1,https://www.booking.com/hotel/th/post-43-residence.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=35003eb60cbcc14fa488eb237abc786f,"India,Russia,Thailand,Singapore","location,bed","staff,bill,bath",0,0,1,0,0,2,1
Arawana Express Phromphong,"2, 2/ 1-6 Sukhumvit 41, Sukhumvit Road, North Khlongtan, Wattana, Bangkok, Wattana, 10110 Bangkok, Thailand","13.72959877,100.57193488",7.7,"You're eligible for a Genius discount at Arawana Express Phromphong! To save at this property, all you have to do is sign in.
Arawana Express Phromphong is located on Sukhumvit 41, a 5-minute walk from Phrom Phong BTS Skytrain Station, Emporium Mall and Benjasiri Park. It offers guest rooms with kitchenettes and free WiFi.
Arawana Express Phromphong is 12.4 miles from Suvarnabhumi International Airport. A supermarket is conveniently located just 650 feet from the hotel.
Rooms at Arawana Express Phromphong feature modern Thai décor and a cable/satellite Internet TV. A tea/coffee maker and microwave can be found in all rooms. En suite bathrooms come with a shower and automatic toilet.
For added convenience, the hotel also provides laundry services.
A daily breakfast is served at the hotel’s restaurant.",Thailand,143,"Submitted via mobile,Stayed 3 nights,Studio Room with Kitchen – Tower A (No Elevator),Stayed 1 night,Stayed 4 nights,Stayed 5 nights,People with friends,Stayed 23 nights,Solo traveller,Deluxe Twin Room,Stayed 2 nights,Family with young children,Business trip,Deluxe Queen Room with Kitchen,Stayed 10 nights,Stayed 7 nights,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/332252976.jpg?k=e9ed667749e33a66836a83ef0072568a7b5d5b98c4a2254b4689614bde8bad7d&o=&hp=1,https://www.booking.com/hotel/th/check-inn-sukhumvit.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=8252a20dfd2a22b764fa930e18c2675e,"Thailand,United Kingdom,South Africa,Bulgaria,Cambodia,Bahrain,Australia,Singapore,India,Japan,Maldives,Bangladesh","location,room,facility","hotel,reception,bed",0,1,1,1,1,11,6
Violet Tower at Khaosan Palace,"139 Khaosan Road, Pranakorn , 10200 Bangkok, Thailand","13.75893740,100.49718650",7.3,"Featuring free WiFi Violet Tower at Khaosan Palace is located in the centre of the famous Khao San Road. It features a rooftop outdoor pool.
Every air-conditioned room includes a TV, a minibar and towels. The private bathroom has a shower and free toiletries.
There is a 24-hour front desk at the property and the property is surrounded by a large number of bars, restaurants and shops. The on-site Kappu Kappu Coffee Shop serves a continental breakfast as well as other refreshing drinks and bakery.
Violet Tower at Khaosan Palace is a 10-minute walk from Phra Athit Pier and 0.9 miles from The Grand Palace. Suvarnabhumi International Airport is a 21.1 miles drive away.",Thailand,666,"Violet Double Room,Stayed 4 nights,Violet Twin Room,Submitted via mobile,Stayed 1 night,Amber Double Room,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 3 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/91533223.jpg?k=c64232da58b830f721da47b8535d9f0c67f02ed8dd1d08fe727c4140b342a477&o=&hp=1,https://www.booking.com/hotel/th/violet-tower-at-khaosan-palace.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=ab3b5e669a2ff639864c1363f039c676,"nan,Italy,Jordan,Nepal,Cambodia,Netherlands,Israel,Finland,United Arab Emirates,Japan,Belize,Poland,France,Czech Republic,Guernsey,United Kingdom,Philippines,Austria,India,China,Indonesia,South Africa,Thailand,Germany,Bulgaria,Portugal,Sweden,Spain,Hungary,New Zealand,Oman,Slovenia,Saudi Arabia,Ireland,Canada,Denmark,Pakistan,Mexico,Australia,Switzerland,Bhutan,Macao,United States","room,pool,location","bed,music,night",0,1,1,1,1,62,20
Mac Boutique Suites,"20 Sukhumvit Soi 7, Klongtoey-Nue  Wattana, Bangkok, Wattana, 10110 Bangkok, Thailand","13.74362153,100.55546343",7.3,"Mac Boutique Suites is located on Sukhumvit 7. Free Wi-Fi and free parking are provided.
Spacious studios and suites feature vibrant prints, reds and purples. A minibar and tea and coffee-making facilities are provided. Some rooms provide 2 bathrooms.
Guests can make car rental or sightseeing arrangements at the tour desk. Laundry and ironing services are also available.
Thai, Indian and international dishes can be enjoyed all day at the restaurant. For alternative dining options, room service is available.
Mac Suites is a 5-minute walk from Nana BTS Skytrain Station and a 15-minute walk to Asoke BTS Skytrain Station. MBK Shopping Mall is approximately 2 miles from the hotel. Suvarnabhumi Airport is a 40-minute drive away.",Thailand,82,"Submitted via mobile,Stayed 1 night,Junior Suite,Stayed 3 nights,Stayed 5 nights,Stayed 4 nights,Family Suite,Solo traveller,Stayed 2 nights,People with friends,Family with young children,Business trip,Couple,Stayed 7 nights,Smart Studio,Pearl Studio,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/265230554.jpg?k=44a578d11747a733cb762257387e024008ec6f30e107f2c05bbf0a6b3b86c268&o=&hp=1,https://www.booking.com/hotel/th/mac-boutique-suites.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ&sid=39d1d53c847b02142689cf9828f76548,"Thailand,Pakistan,Philippines,Cambodia,Singapore,Australia,India,Iran,Belgium,Oman,United States,Bangladesh","room,location,hotel","road,furniture,suite",1,1,1,0,1,17,3
Blutique Hotel,"99/8-9, Soi Saengkarn, Rajprarop, Phyathai, Pratunam, Bangkok, 10400 Bangkok, Thailand","13.75420448,100.53926826",7.5,"Located in the heart of Bangkok City, Blutique Hotel offers simply furnished rooms with en suite bathrooms and the convenience of a 24-hour reception. Free Wi-Fi is available in the public areas.
Pratunam shopping area is a 5-minute walk from Blutique Hotel.   Ratchaprarop Airport Rail Link and Siam BTS Skytrain Station are a 5-minute ride away. Chidlom BTS Skytrain Station and Central Chidlom Shopping Centre are a 10-minute ride from the property.
All rooms at the hotel offer air conditioning, a flat-screen TV and a safety box. They also have a fridge and a minibar. Hot and cold shower facilities are in the en suite bathrooms.
Blutique Restaurant, located on the  lobby floor, serves a selection of Thai cuisine.",Thailand,54,"Stayed 7 nights,Submitted via mobile,Stayed 3 nights,Stayed 1 night,Stayed 4 nights,Stayed 5 nights,Solo traveller,Stayed 2 nights,Deluxe Twin Room,Family with young children,Business trip,Couple,Superior Double Room,Stayed 12 nights,Suite (3 Adults),Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/29503985.jpg?k=6a85b26d956e37e005ae3c589080a7efef34946ab84dab1262853fd72d6bccb2&o=&hp=1,https://www.booking.com/hotel/th/blutique.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=39414f054e9f031ceb3ef48b548323fd,"Saudi Arabia,Thailand,Seychelles,Malaysia,Germany,Cambodia,Singapore,Vietnam,Brunei Darussalam,Myanmar,United States","hotel,staff,location","room,midnight,shower",0,0,1,0,0,13,5
Ratchada 17 Place,"368 Soi Intamara 47 Dindeang, Ratchada Rd., Din Daeng, 10400 Bangkok, Thailand","13.78557795,100.57071984",7.5,"Ratchada 17 Place is only a 5-minute ride from Suthisarn MRT Station. It boasts an indoor swimming pool as well as a fitness centre. Free Wi-Fi is offered in the entire apartment.
Esplanade Shopping Centre is a 15-minute drive from Ratchada 17 Place.  Chatuchak Weekend Market is a 20-minute ride away.
Rooms at the residence are fitted with air conditioning, a cable TV and a refrigerator.  En suite bathrooms come with shower facilities. Select rooms offer a bath tub.
Guests can enjoy a wide selection of authentic Thai cuisine served at Ratchada 17 Restaurant.
There is a garden area for guests to relax with leisure activities. For guests’ convenience, the property offers a 24-hour front desk service.",Thailand,73,"Standard Twin Room,Stayed 4 nights,Stayed 21 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Standard Triple Room,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Standard Double Room,Stayed 6 nights,Economy Single Room,Group",https://cf.bstatic.com/xdata/images/hotel/max500/14924761.jpg?k=3eedc5c4a0eea105162c09b6577030c14a56568e8190ac4e6653cad92ed73dfa&o=&hp=1,https://www.booking.com/hotel/th/ratchada-17-place.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=0346de8558b773729ddc23484383f352,"Thailand,United Kingdom,Pakistan,Malaysia,Philippines,Finland,India,China,New Zealand,Russia,United States,Indonesia,South Africa","staff,place,food","control,water,temperature",0,0,0,0,1,8,10
Aspira Hiptique Sukhumvit 13,"42 Sukhumvit Soi 13, Klongtoey Nua, Wattana, Wattana, 10110 Bangkok, Thailand","13.74590907,100.55824757",7.5,"You're eligible for a Genius discount at Aspira Hiptique Sukhumvit 13! To save at this property, all you have to do is sign in.
Offering stylish rooms with 32-inch flat-screen TVs, Aspira Hiptique Sukhumvit 13 occupies a prime spot in lively Sukhumvit. Boasting a rooftop swimming pool, it offers WiFi, shuttle services and parking for free.
Aspira Hiptique Sukhumvit 13 is 5 minutes’ walk from Nana BTS Skytrain Station. It is within a 10-minute skytrain ride from Siam Paragon and Central World Shopping Centre, as well as other shopping destinations. Suvarnabhumi Airport is approximately a 45-minute drive away.
Featuring minimalist interiors and bright colours, air-conditioned rooms comes with a minibar, tea/coffee maker and a flat-screen cable TV. iPod docks can be requested. The en suite bathroom has a shower, free toiletries and bathrobes.
Guests can explore Thailand’s attractions with help from the tour desk. The hotel also houses a business centre and a 24-hour front desk.
Featuring a wine bar with a large TV, Allure Restaurant offers varied menus with Thai and international dishes. Tapas and beers are available at the open-air Oxygen Sky Bar.",Thailand,325,"Stayed 17 nights,Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Grand Deluxe King Room,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Grand Deluxe Twin Room,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Stayed 11 nights,Stayed 6 nights,Deluxe King Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/19330100.jpg?k=6a616bc1be98f4b33826bf99a05c4843ba9340d06347ed0ba7f359c77f4b760e&o=&hp=1,https://www.booking.com/hotel/th/galleria-sukhumvit-13.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=79890cd5b5bc00b931126573a4005357,"Italy,Netherlands,United Arab Emirates,Singapore,Ethiopia,Poland,Iraq,France,Czech Republic,United Kingdom,Lithuania,India,China,Indonesia,Bangladesh,South Africa,Thailand,Malaysia,Sweden,Oman,Saudi Arabia,Denmark,Pakistan,South Korea,Australia,United States,Ecuador,Laos","location,room,pool","hotel,staff,shower",0,0,1,0,0,49,12
OYO 376 Ok Home Airport,"88/1 Soi King Kaew 66, King Kaew Road, Rachathewa, Bang Phli, Samut Prakarn 10540, 10540 Bangkok, Thailand","13.71446125,100.74038815",7.4,"Set in Bangkok, 13.7 miles from Central Festival EastVille, OYO 376 Ok Home Airport features views of the city. Among the facilities at this property are a 24-hour front desk and room service, along with free WiFi throughout the property. A tour desk can provide information on the area.
All guest rooms at the hotel come with a seating area, a flat-screen TV with cable channels and a private bathroom with free toiletries and a shower. The rooms at OYO 376 Ok Home Airport feature air conditioning and a desk.
Central Embassy is 14.9 miles from the accommodation, while Pratunam Market is 14.9 miles from the property. The nearest airport is Suvarnabhumi Airport, 6.2 miles from OYO 376 Ok Home Airport.",Thailand,190,"Submitted via mobile,Stayed 1 night,Stayed 3 nights,Standard Twin Room,Stayed 4 nights,People with friends,Solo traveller,Stayed 2 nights,Stayed 9 nights,Family with young children,Standard Double Room,Couple,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/256401287.jpg?k=be190489136a99cda050b30b2c2277a2bab23b8bc7ebb5347f68e1a2d90ba830&o=&hp=1,https://www.booking.com/hotel/th/ok-home-airport.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=a22a55d67765fd1e15ea430dfe8f7582,"Ireland,Thailand,United Kingdom,Pakistan,Lithuania,Kenya,Cambodia,Australia,United Arab Emirates,Austria,Mauritius,China,United States,France","airport,staff,pool","room,hotel,road",0,0,1,1,1,11,7
J TWO S Pratunam Hotel,"59 Phetburi Soi 15 ( Soi Somprasong 3).  Phetburi Road, Ratchathewi, 10400 Bangkok, Thailand","13.75494981,100.53805487",7.5,"You're eligible for a Genius discount at J TWO S Pratunam Hotel! To save at this property, all you have to do is sign in.
J TWO S Pratunam Hotel is centrally located in the heart of Bangkok, a 2-minute walk from Pratunam Market. It has an on-site restaurant and free Wi-Fi, which is available throughout the hotel.
An indoor IT shopping mall, Pantip Plaza and Platinum Fashion Mall and within a 5-minute walk from Hotel J TWO S Pratunam. Central World Shopping Centre is a 5-minute ride away.
Comfortable rooms are equipped with air conditioning, a flat-screen satellite TV and a seating area. En suite bathrooms are fitted with shower facilities.
Guests can relax with soothing massage offered at the spa. The hotel also provides a 24-hour front desk and staff at the tour desk can arrange sightseeing tours for guests.
The on-site restaurant serves daily breakfast. Local cuisine are served at the restaurants located around the property.",Thailand,82,"Deluxe Double Room,Submitted via mobile,Stayed 3 nights,Stayed 1 night,Stayed 4 nights,Stayed 8 nights,People with friends,Stayed 2 nights,Solo traveller,Standard Double or Twin Room,Family with young children,Business trip,Stayed 11 nights,Stayed 6 nights,Couple,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/331035668.jpg?k=81ec8730d0dc4c9ac0b08151011e9f0fc7ca8e79e35ab91a776acb343d766934&o=&hp=1,https://www.booking.com/hotel/th/j-two-s-pratunam.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=1979f483d1aed4ad3d62e49ab4a12a01,"Thailand,Seychelles,Malaysia,Mauritius,Philippines,Cambodia,Hong Kong,Turkey,Spain,Singapore,Vietnam,Australia,Maldives,Myanmar,Sri Lanka,South Africa","room,hotel,breakfast","bed,kettle,coffee",1,1,1,1,0,14,4
Nantra Ekamai Hotel,"9/14 soi Sukhumvit 63 (Ekamai), North Klong, Wattana, Wattana, 10110 Bangkok, Thailand","13.72231870,100.58385193",7.4,"Located in the heart of Bangkok City, Nantra Ekamai Hotel offers comfortable rooms with air conditioning and the convenience of a 24-hour reception desk as well as luggage storage facilities. Free Wi-Fi is available throughout the hotel.
Ekamai Bus Station is 1,650 feet away, while Gateway Shopping Centre and Major Cineplex are 1,000 feet from Nantra Hotel. Suvarnabhumi International Airport is a 40-minute drive from the property.
Simply furnished air-conditioned rooms at the hotel offer a satellite flat-screen TV and a wardrobe. En suite bathrooms come with shower facilities.
A range of local restaurants are located within a 5-minute walk away.",Thailand,31,"Stayed 3 nights,Stayed 1 night,Submitted via mobile,Solo traveller,Stayed 2 nights,Family with young children,Business trip,Standard Double Room,Couple,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/12185577.jpg?k=246bdad9cbd4281a93ba44f8aeaff705e5f458342db171d394a1aeca18acd4c9&o=&hp=1,https://www.booking.com/hotel/th/nantra-ekamai.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=d817f9d2cc8562a05ba9dedd55f824c2,"Thailand,United Kingdom,Philippines,Australia,India,Hong Kong,Indonesia","receptionist,restaurents,shopping","price,coffee,management",0,1,1,1,0,6,2
